observation_id,common_name,scientific_name,family,genus,observed_length_(m),observed_weight_(kg),age_class,sex,date_of_observation,country/region,habitat_type,conservation_status,observer_name,notes
505,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.74,52.7,subadult,male,22-03-2019,philippines,rivers,critically endangered,gregory cain,simple thing base mr hope rest they minute must degree memory.
506,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,0.84,25.0,juvenile,female,21-11-2015,australia,billabongs,least concern,glen reid,agreement someone or.
507,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.45,41.6,juvenile,female,19-07-2022,philippines,freshwater marshes,critically endangered,raymond barber,book art health phone great answer prepare by.
508,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.96,118.0,adult,unknown,26-11-2023,papua new guinea,lakes,least concern,norman chavez,south writer not thus physical mouth.
509,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.61,25.0,adult,female,28-01-2023,cameroon,forest swamps,vulnerable,hayley mitchell,public research mind easy foreign old state guess better republican stock bank artist thousand live.
510,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.25,74.6,subadult,female,27-08-2015,philippines,rivers,critically endangered,jacob fox,next single the once pm you ready way rule indicate.
511,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,0.57,33.6,hatchling,male,29-06-2020,papua new guinea,rivers,least concern,jonathan washington,can relate tell brother defense list second want hard weight own impact building occur american check.
512,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.7,118.5,adult,female,18-09-2013,mali,lakes,least concern,william turner,agreement central six instead view figure exist consumer science able natural attack.
513,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.01,60.8,adult,unknown,12-02-2012,australia,freshwater rivers,least concern,john collins,too sit little result paper seven measure leave last last term.
514,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.94,324.6,adult,male,29-06-2023,cuba,mangroves,vulnerable,robert beck,hold too fund animal provide kitchen everyone because close agent picture sign final population popular.
515,american crocodile,crocodylus acutus,crocodylidae,crocodylus,0.28,73.1,hatchling,unknown,12-12-2014,usa (florida),estuaries,vulnerable,tyler weaver,whatever miss seek.
516,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.41,96.7,adult,unknown,12-02-2022,mauritania,oases,least concern,alicia barrett,conference affect skill early relationship thought know southern parent i and technology age join increase.
517,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.22,66.0,subadult,female,30-01-2009,indonesia (papua),swamps,least concern,emily scott,woman my experience consumer shoulder child.
518,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.69,379.4,adult,male,12-02-2006,south africa,reservoirs,least concern,meghan brown,consider require fear better central throw election walk tonight appear.
519,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.63,97.3,subadult,unknown,23-07-2009,cuba,swamps,critically endangered,kyle young,sell his boy art let imagine machine imagine do though especially white.
520,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.67,143.2,adult,male,20-05-2014,cameroon,swamps,endangered,danielle peters,fight image base player data whose.
521,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.78,419.4,adult,female,04-12-2006,kenya,reservoirs,least concern,william casey,weight which new among spend which per president cold art.
522,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.54,84.7,adult,male,19-06-2012,papua new guinea,swamps,least concern,denise king,yourself successful defense subject example claim move attorney bed recognize store.
523,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,3.61,399.7,juvenile,male,03-11-2010,india,coastal wetlands,least concern,yvonne johns,particular whatever five radio garden end sell laugh early.
524,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,0.26,44.6,hatchling,female,10-10-2021,liberia,swamps,critically endangered,mrs. julia greene,trial card two participant above act.
525,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.97,179.8,subadult,male,19-06-2017,vietnam,slow rivers,critically endangered,justin horton,several mrs skin power back all story public public good.
526,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,1.95,69.2,juvenile,female,30-12-2012,cuba,swamps,critically endangered,samantha howard,stuff speech worker by have cover act sea serve quite.
527,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,0.79,32.4,juvenile,female,20-08-2017,guatemala,lagoons,least concern,cheryl velasquez,field response doctor management guy exactly toward religious decide cultural start how.
528,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.41,646.1,adult,female,01-08-2005,tanzania,rivers,least concern,laura snyder,create school public owner compare open second camera value talk thing rock ever summer age.
529,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,3.18,153.5,subadult,male,22-05-2012,papua new guinea,rivers,least concern,megan mendez,third ability interview pull practice take follow such imagine business million many military analysis.
530,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.89,150.2,adult,male,18-06-2005,cuba,freshwater wetlands,critically endangered,amber hull,large accept create bank occur agent scene within interest avoid economic clearly financial personal benefit.
531,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.77,133.6,subadult,unknown,15-07-2018,mauritania,lakes,least concern,robert watkins,various subject east list when strategy start mind door.
532,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.85,125.8,adult,unknown,07-03-2009,papua new guinea,rivers,least concern,kyle gonzales,personal often beat art almost.
533,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.71,695.5,adult,unknown,14-02-2019,malaysia,estuaries,least concern,ryan brown,artist sort area particularly it big argue.
534,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.71,124.4,adult,male,25-09-2016,côte d'ivoire,swamps,critically endangered,samuel morales,sell do outside process action himself somebody they.
535,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.13,12.3,subadult,unknown,14-05-2005,congo (drc),slow streams,data deficient,gina pace,law foreign court bill organization.
536,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.96,385.8,subadult,male,26-09-2009,venezuela,large rivers,critically endangered,richard lee,call meeting green loss per control case analysis camera once message prepare group.
537,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.35,87.5,subadult,unknown,02-07-2018,guatemala,rivers,least concern,kimberly thomas,final garden hard account only question arm medical strong teach instead crime.
538,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,1.0,37.4,juvenile,unknown,22-03-2009,papua new guinea,freshwater wetlands,least concern,terry glover,country little reality level realize system not friend federal forget bit then treat.
539,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.41,93.5,subadult,male,13-08-2007,cuba,freshwater wetlands,critically endangered,thomas fowler dds,perhaps dream same weight former science day contain wrong guy available air boy fact create.
540,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.41,106.9,adult,male,27-06-2012,cameroon,forest rivers,endangered,pamela williams,current exist despite energy company suggest early.
541,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.78,127.4,subadult,unknown,23-12-2025,malaysia (borneo),rivers,data deficient,christopher green,again quality her skin.
542,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.97,10.4,adult,male,06-02-2016,ghana,small streams,vulnerable,timothy torres,hard head commercial money sometimes perhaps its represent budget third capital.
543,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.25,77.0,juvenile,unknown,22-02-2024,malaysia (borneo),rivers,data deficient,joseph benson,outside with each animal pattern country movement smile foreign apply.
544,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.61,136.8,adult,female,29-06-2020,senegal,rivers,least concern,shelley york,though decide bank likely professional ask meet seem population meeting material less focus hear reason resource manager.
545,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.17,81.4,subadult,male,18-01-2013,cuba,swamps,critically endangered,james morse,power debate thus later doctor despite interesting help church successful.
546,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,1.42,110.1,juvenile,female,04-04-2022,venezuela,flooded savannas,critically endangered,bradley walton,know goal once let perform international level.
547,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.6,28.3,adult,male,18-05-2007,ghana,forest swamps,vulnerable,robert stewart,agent kid enter away top family maybe national back everybody direction budget growth national free.
548,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.79,904.4,adult,unknown,26-11-2014,philippines,coastal wetlands,least concern,danielle mcgee,course page case talk respond myself.
549,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.73,108.8,subadult,female,28-08-2012,cuba,freshwater wetlands,critically endangered,randy campbell,situation identify if oil pretty line mention.
550,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.66,115.8,adult,female,28-08-2022,thailand,slow rivers,critically endangered,brittany sanders,rich decide do only need light sport future beat suffer.
551,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.44,200.8,adult,unknown,31-01-2023,indonesia (borneo),rivers,data deficient,tom butler,last next hear officer campaign wall act special strong fund industry rate.
552,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.72,96.3,adult,male,30-03-2025,papua new guinea,rivers,least concern,richard medina,only nothing allow cause with yes nothing sometimes trial off hospital high we as.
553,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,1.96,57.1,subadult,unknown,10-09-2018,australia,gorges,least concern,john murphy,police fight commercial push concern step owner agree current treat history day fact modern.
554,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.78,154.3,subadult,male,04-10-2024,liberia,shaded forest rivers,critically endangered,jacob smith,teacher improve church book movie long.
555,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.54,27.4,adult,male,11-07-2005,congo (drc),slow streams,data deficient,troy glenn,that finally stand professor city offer.
556,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,0.39,18.0,hatchling,female,03-11-2017,australia,billabongs,least concern,dale moran,every account central ask human space moment travel these least office say.
557,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.65,249.9,adult,unknown,31-03-2010,nepal,reservoirs,vulnerable,stanley bryant,hospital statement sure indeed conference pay it his probably.
558,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,3.1,156.3,adult,female,11-03-2015,cuba,freshwater wetlands,critically endangered,anna hale,dream that event physical factor trouble recently.
559,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.52,100.7,subadult,female,15-11-2014,malaysia (borneo),estuarine systems,data deficient,claudia snyder,building hard sense mean single improve close debate and ago.
560,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.7,115.8,adult,unknown,08-10-2009,cuba,swamps,critically endangered,megan murray,second talk however action boy true.
561,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.24,444.1,subadult,female,18-08-2005,venezuela,large rivers,critically endangered,paul washington,bar prevent require just likely evidence claim stuff.
562,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.18,542.3,subadult,female,11-07-2022,papua new guinea,coastal wetlands,least concern,cassandra martinez,collection provide action event key concern research throughout.
563,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.76,126.3,subadult,female,08-09-2013,cuba,swamps,critically endangered,jessica williams,political respond to hospital final appear above significant short up hear draw before.
564,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,0.33,5.5,juvenile,unknown,06-12-2011,congo (drc),forest swamps,data deficient,william rogers,quite as when benefit structure professional right.
565,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.35,20.1,adult,male,07-10-2019,congo (drc),forest swamps,data deficient,jose ochoa,no couple debate must voice building degree ground community i.
566,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,0.41,17.5,hatchling,female,18-01-2009,philippines,freshwater marshes,critically endangered,james ellis,price everything perhaps analysis those in should matter wrong.
567,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.03,68.5,juvenile,male,13-10-2018,indonesia (papua),lakes,least concern,raven nielsen,commercial where outside wonder recent question win.
568,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.4,765.7,adult,male,01-03-2006,india,mangroves,least concern,evelyn reid,within project attack adult treatment large memory score me.
569,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,0.47,34.5,hatchling,male,14-01-2011,congo basin countries,forest rivers,endangered,alexis smith,final scene serious people art hear.
570,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.4,24.2,adult,male,17-05-2013,congo (drc),forest swamps,data deficient,christian harris,draw rise write kitchen theory care fish skin.
571,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.2,67.4,adult,female,30-05-2018,malaysia (borneo),estuarine systems,data deficient,ricky perry,seek director run garden day approach truth write soon recent.
572,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.81,45.5,subadult,male,06-04-2021,philippines,rivers,critically endangered,shane boyd,kind accept thank attorney court plant center.
573,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.01,10.0,juvenile,female,13-06-2018,liberia,forest swamps,vulnerable,brandon watkins,door back right find return each.
574,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.35,507.6,adult,unknown,28-09-2006,nigeria,rivers,least concern,david mitchell,whose cut television loss week growth help likely institution participant item choose west lot seven.
575,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,0.32,34.1,hatchling,female,18-03-2005,mexico,lagoons,least concern,bradley knox,organization check risk either less.
576,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,3.13,196.2,adult,male,04-04-2010,vietnam,swamps,critically endangered,james obrien,four resource cultural trouble.
577,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,0.91,36.9,juvenile,unknown,22-04-2020,thailand,slow rivers,critically endangered,scott cross,man understand wait wife health majority political open.
578,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.62,210.4,subadult,unknown,15-03-2020,venezuela,mangroves,vulnerable,andrew dorsey,usually class several whatever side seem give remember play happy around history interest east local.
579,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.81,146.9,subadult,male,03-04-2020,ghana,swamps,critically endangered,heather mann,recently population end lay race effect own weight.
580,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,3.11,134.8,adult,male,17-07-2021,papua new guinea,rivers,least concern,alexandria wise,huge only too million country institution stop.
581,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.51,124.6,subadult,female,08-11-2023,nepal,rivers,vulnerable,eric ponce,only safe sell under thank body of.
582,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.82,160.9,adult,unknown,24-11-2018,gabon,forest rivers,endangered,robin adams,us huge final would staff ability attorney recent modern pressure run.
583,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.58,87.1,subadult,unknown,03-04-2006,guatemala,swamps,least concern,james padilla,main me book note defense cut seek speak.
584,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.74,150.1,adult,female,12-08-2013,chad,lakes,least concern,william savage,phone person than coach fall help everybody garden.
585,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,0.72,33.8,juvenile,unknown,15-09-2022,papua new guinea,rivers,least concern,karen chambers,act entire western program smile.
586,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.09,11.0,adult,male,12-11-2007,liberia,small streams,vulnerable,daniel conner,owner would seven usually list front investment he three yourself stage wait professor her arm.
587,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,0.49,32.2,hatchling,male,29-04-2010,papua new guinea,rivers,least concern,gary garcia,that i structure understand agent but most week seem eat later rather.
588,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.05,71.9,subadult,unknown,12-07-2012,philippines,rivers,critically endangered,kayla keller,worry whatever spend admit growth animal.
589,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.9,428.9,subadult,unknown,07-06-2013,venezuela,flooded savannas,critically endangered,erika wallace,machine school soldier give voice walk live probably record beyond.
590,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.37,601.3,adult,male,01-09-2005,uganda,lakes,least concern,lawrence joseph,then size respond all marriage beautiful strategy you would level to western.
591,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,1.25,102.9,juvenile,male,21-06-2005,venezuela,flooded savannas,critically endangered,mr. david jackson,black year ahead upon.
592,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.39,98.6,adult,female,13-09-2024,papua new guinea,lakes,least concern,james ramirez,program week provide program two plant man.
593,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,0.46,36.7,hatchling,unknown,07-08-2011,cuba,swamps,critically endangered,faith walker,short over popular help response save high politics no task speak.
594,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.99,779.4,subadult,unknown,17-10-2018,australia,mangroves,least concern,brian miller,future or could walk of camera finish herself say.
595,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.32,102.4,subadult,unknown,06-02-2016,chad,lakes,least concern,kevin lee,woman floor half quickly someone mind own develop house mrs leave certain wall.
596,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.31,514.4,subadult,female,17-09-2010,philippines,estuaries,least concern,kathryn bryant,exist section support still alone floor maybe read event summer.
597,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.97,168.8,subadult,female,30-07-2013,mexico,estuaries,vulnerable,lynn lewis,region heavy wonder four still decision run special red apply tend condition.
598,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.78,121.0,subadult,female,10-11-2005,iran (historic),rivers,vulnerable,mr. william hopkins,yard nature front question wrong serious hospital month.
599,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.16,25.5,juvenile,unknown,05-08-2021,philippines,freshwater marshes,critically endangered,michael lee,hour capital sell oil source sure report leader clear case receive fact certain.
600,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.63,97.4,adult,female,03-09-2019,australia,billabongs,least concern,paul moss,gun task big size teach.
601,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.57,217.9,subadult,male,09-01-2012,sri lanka,marshes,vulnerable,william shelton,unit benefit wind conference appear woman practice order wide.
602,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.08,66.9,subadult,unknown,18-09-2023,philippines,rivers,critically endangered,jennifer johnson,however few other common seat simply yard provide.
603,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.6,101.0,adult,unknown,13-08-2022,indonesia (borneo),rivers,data deficient,john meyers,every president happen build bar majority protect meeting.
604,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.24,38.1,juvenile,female,10-10-2017,indonesia (papua),rivers,least concern,kenneth armstrong,really behind or himself yourself reflect fear by foot.
605,american crocodile,crocodylus acutus,crocodylidae,crocodylus,0.37,78.9,hatchling,female,15-05-2011,cuba,estuaries,vulnerable,shannon medina,spend after new movie speech major million once research so buy.
606,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.97,11.3,subadult,male,01-12-2007,sierra leone,small streams,vulnerable,tracie merritt,television receive accept language fire always offer present because.
607,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,1.95,80.8,subadult,female,09-06-2006,gabon,forest rivers,endangered,paul miller,media hair name institution war a feel watch mind situation.
608,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.85,122.1,subadult,unknown,25-11-2023,indonesia (papua),swamps,least concern,jill ray,mission worry goal mrs decide between standard down.
609,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,1.67,49.8,juvenile,male,18-05-2010,indonesia (borneo),estuarine systems,data deficient,elijah wall,own democratic grow campaign performance avoid effort high tough hundred.
610,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.34,65.2,subadult,female,19-09-2006,australia,gorges,least concern,david coleman,movie audience run yet recent cover head price.
611,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.94,122.6,adult,unknown,12-05-2015,malaysia (borneo),estuarine systems,data deficient,lisa barnes,first skin her who easy establish mother range image.
612,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.31,79.3,adult,female,08-05-2015,philippines,freshwater marshes,critically endangered,brandon blankenship,chair something event better woman develop weight situation but money then open southern.
613,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.61,210.9,adult,unknown,04-04-2007,sri lanka,reservoirs,vulnerable,gregory armstrong,necessary parent to color water hope.
614,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.42,25.3,adult,female,17-08-2020,congo (drc),forest swamps,data deficient,patrick faulkner,necessary think i or else rather require price central nothing environment truth police have since.
615,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,1.68,36.8,juvenile,male,17-06-2014,australia,freshwater rivers,least concern,jennifer ellis,worry sometimes maybe every into walk thing sport figure teach water image.
616,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.3,78.4,adult,unknown,24-08-2009,philippines,rivers,critically endangered,brandon miller,war close arm sea never manage.
617,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.09,145.8,subadult,female,31-07-2019,iran (historic),reservoirs,vulnerable,tonya coleman,usually carry marriage rate quality mother by.
618,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.6,130.0,subadult,unknown,14-08-2020,colombia,estuaries,vulnerable,connor guerra,research reflect see each school week.
619,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.66,351.5,subadult,female,18-06-2016,venezuela,large rivers,critically endangered,shirley rice,amount large collection us shake tough company happen card government anything many.
620,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.69,738.4,adult,male,01-02-2008,tanzania,reservoirs,least concern,wayne morgan,story surface tax face low enter able piece hour.
621,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.29,84.4,adult,unknown,05-09-2024,philippines,freshwater marshes,critically endangered,tanya haley,stay along leg pay major green past forget government accept three control.
622,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.95,67.5,subadult,female,08-09-2012,papua new guinea,lakes,least concern,brian vasquez,more together improve tree according show economic likely hear.
623,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.44,509.4,subadult,female,28-07-2006,india,estuaries,least concern,steven herrera,board just style class government its grow.
624,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.62,38.9,adult,female,06-04-2021,philippines,rivers,critically endangered,christina lopez,card inside former all program.
625,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.0,60.9,adult,female,05-05-2024,philippines,freshwater marshes,critically endangered,tina bird,inside nearly son research foot share think maybe.
626,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.04,75.6,juvenile,female,03-08-2014,mali,lakes,least concern,sarah price,whatever society call general add range appear stop involve others.
627,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.82,117.4,adult,female,13-08-2006,cuba,freshwater wetlands,critically endangered,john campbell,set easy check memory economic short ten yes easy.
628,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.23,87.7,subadult,unknown,15-05-2013,philippines,rivers,critically endangered,christina mccarthy,red maybe congress yeah option play director.
629,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.71,275.8,subadult,unknown,27-11-2020,colombia,mangroves,vulnerable,andrew mooney,international pattern before anything.
630,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.4,109.3,subadult,female,20-07-2010,sudan,oases,least concern,eric schultz,develop international article interview appear body hair.
631,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.39,381.1,adult,male,18-08-2016,uganda,reservoirs,least concern,michelle wright,consider a produce focus experience.
632,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.83,125.6,adult,unknown,02-07-2024,indonesia (borneo),rivers,data deficient,lawrence jordan,way hair fight best add necessary technology former scientist guess.
633,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,1.35,44.0,juvenile,unknown,16-05-2014,cuba,swamps,critically endangered,kendra watson,decide himself thought candidate sea build only treatment pressure couple relate.
634,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,2.08,134.5,juvenile,male,29-04-2006,venezuela,large rivers,critically endangered,angela payne,feeling listen set move child campaign industry represent through service.
635,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,0.91,29.3,juvenile,male,19-02-2018,indonesia (borneo),estuarine systems,data deficient,kristina reed,large response treat attack industry use mean against out recent can animal not.
636,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,1.76,51.2,adult,female,27-11-2025,belize,rivers,least concern,melissa yang,manager mouth message avoid just meeting none hope parent deal about occur.
637,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.68,118.3,subadult,female,01-08-2024,malaysia (borneo),rivers,data deficient,alexa mcfarland,lay remain modern field detail remain need.
638,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,1.33,55.6,juvenile,female,20-07-2016,côte d'ivoire,shaded forest rivers,critically endangered,angel allen,policy walk everyone.
639,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.56,95.7,subadult,unknown,23-10-2022,papua new guinea,swamps,least concern,shane williams,writer decide break possible plan win foot watch this enough.
640,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.68,134.5,adult,unknown,18-09-2005,cameroon,swamps,endangered,steven phillips,personal action green room.
641,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.13,60.4,adult,male,30-09-2009,australia,gorges,least concern,david smith,blood second high president thank plant nearly stage determine.
642,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.88,141.9,adult,male,17-02-2021,belize,lagoons,least concern,kevin morton,choose discussion risk happy total behavior consider continue television country make role positive again.
643,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.16,73.6,subadult,unknown,14-06-2006,guatemala,rivers,least concern,christopher long,could century interview lawyer population i right case seek activity between himself body add store various.
644,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,1.18,40.5,juvenile,male,13-09-2021,mali,oases,least concern,randy adams,outside society act social my stand system be cause service throughout spring film look during.
645,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,3.38,203.8,adult,female,20-04-2022,cuba,freshwater wetlands,critically endangered,debra stephens,stay bill father memory student center treatment agency.
646,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.42,223.3,adult,unknown,09-10-2005,iran (historic),reservoirs,vulnerable,charles rios,tv range rather resource top man yard different.
647,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.29,15.6,adult,female,04-06-2008,cameroon,forest swamps,vulnerable,diane jones,brother type turn time page concern most outside quickly.
648,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,1.28,298.1,juvenile,female,16-03-2020,papua new guinea,tidal rivers,least concern,michael turner,give billion trouble product usually specific represent baby able value chance.
649,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.42,111.8,adult,male,09-12-2007,niger,oases,least concern,erica myers,spring both into risk certain follow camera.
